,Word_Index,Unique_Word,Idf_Score
482,885,moz,6.116995310087166
1376,886,mozzarella,6.116995310087166
230,887,much,7.215607598755275
794,888,muffin,6.116995310087166
1064,889,multi,7.215607598755275
849,890,multipl,6.29931686688112
617,891,mushroom,7.215607598755275
392,892,music,5.962844630259907
384,893,mussel,6.29931686688112
522,894,must,5.018383021419056
1289,895,naan,7.215607598755275
1355,896,nacho,7.215607598755275
1054,897,name,5.6061696863211745
1283,898,nan,6.810142490647111
1002,899,nargil,7.215607598755275
7,900,nasti,7.215607598755275
914,901,nay,5.4238481295272205
1033,902,nearli,7.215607598755275
1505,903,neat,7.215607598755275
651,904,need,7.215607598755275
1254,905,needless,7.215607598755275
1377,906,neglig,7.215607598755275
770,907,neighborhood,6.116995310087166
1521,908,neither,7.215607598755275
93,909,never,5.6061696863211745
1014,910,new,7.215607598755275
394,911,next,7.215607598755275
202,912,nice,7.215607598755275
967,913,nicest,5.962844630259907
433,914,night,7.215607598755275
510,915,nigiri,7.215607598755275
1561,916,ninja,7.215607598755275
1229,917,nobu,6.810142490647111
1070,918,noca,6.810142490647111
1183,919,non,6.52246041819533
654,920,none,7.215607598755275
781,921,noodl,6.810142490647111
1163,922,north,7.215607598755275
172,923,note,7.215607598755275
287,924,noth,7.215607598755275
643,925,nude,6.52246041819533
438,926,number,7.215607598755275
1291,927,nut,7.215607598755275
1337,928,nutshel,6.810142490647111
459,929,nyc,4.817712325956904
1546,930,obvious,7.215607598755275
1444,931,occas,7.215607598755275
1463,932,occasion,7.215607598755275
863,933,offer,7.215607598755275
1382,934,offici,5.269697449699962
338,935,oh,7.215607598755275
91,936,ohhh,7.215607598755275
1419,937,oil,7.215607598755275
1169,938,ok,7.215607598755275
320,939,old,7.215607598755275
1317,940,older,7.215607598755275
1138,941,oliv,7.215607598755275
343,942,omelet,6.116995310087166
835,943,omg,6.52246041819533
217,944,one,7.215607598755275
1227,945,onion,7.215607598755275
1300,946,open,5.200704578213011
958,947,oper,7.215607598755275
1097,948,opinion,7.215607598755275
308,949,opportun,7.215607598755275
1386,950,oppos,7.215607598755275
924,951,option,5.829313237635384
197,952,order,7.215607598755275
590,953,origin,7.215607598755275
323,954,other,7.215607598755275
1408,955,otherwis,5.711530201979001
663,956,otto,6.810142490647111
791,957,outdoor,5.51085950651685
353,958,outrag,4.689878954447019
894,959,outshin,5.829313237635384
204,960,outsid,7.215607598755275
757,961,outstand,6.29931686688112
889,962,outta,7.215607598755275
847,963,oven,7.215607598755275
137,964,overal,7.215607598755275
568,965,overcook,7.215607598755275
1126,966,overhaul,7.215607598755275
52,967,overpr,5.962844630259907
114,968,overwhelm,6.52246041819533
1542,969,own,6.810142490647111
717,970,owner,5.829313237635384
1400,971,oyster,6.52246041819533
492,972,pace,6.810142490647111
1089,973,pack,7.215607598755275
1006,974,paid,5.343805421853684
333,975,palat,6.29931686688112
1151,976,pale,5.6061696863211745
1120,977,palm,7.215607598755275
327,978,pan,7.215607598755275
853,979,pancak,7.215607598755275
1235,980,panna,7.215607598755275
1167,981,paper,7.215607598755275
714,982,par,7.215607598755275
1259,983,paradis,7.215607598755275
721,984,parent,6.29931686688112
890,985,part,6.810142490647111
314,986,parti,6.29931686688112
1115,987,particular,4.96431580014878
402,988,pass,7.215607598755275
907,989,past,6.810142490647111
233,990,pasta,7.215607598755275
1011,991,pastri,6.29931686688112
1464,992,pat,6.810142490647111
756,993,patio,5.829313237635384
1462,994,patron,7.215607598755275
678,995,patti,7.215607598755275
495,996,pay,7.215607598755275
1390,997,pe,7.215607598755275
819,998,pea,7.215607598755275
1381,999,peach,6.29931686688112
726,1000,peanut,6.810142490647111
984,1001,pear,7.215607598755275
1067,1002,pecan,5.6061696863211745
449,1003,penn,7.215607598755275
178,1004,peopl,7.215607598755275
652,1005,pepper,7.215607598755275
926,1006,perfect,7.215607598755275
239,1007,perfectli,7.215607598755275
86,1008,perform,6.810142490647111
556,1009,perhap,5.6061696863211745
1139,1010,perpar,4.576550269140016
316,1011,person,7.215607598755275
242,1012,petrifi,6.810142490647111
940,1013,petti,7.215607598755275
442,1014,phenomen,7.215607598755275
1159,1015,philadelphia,6.52246041819533
24,1016,pho,4.576550269140016
533,1017,phoenix,6.810142490647111
1239,1018,piano,6.810142490647111
681,1019,pictur,7.215607598755275
514,1020,piec,7.215607598755275
954,1021,pile,6.810142490647111
1290,1022,pine,7.215607598755275
1251,1023,pineappl,7.215607598755275
200,1024,pink,6.810142490647111
1368,1025,pissd,7.215607598755275
194,1026,pita,6.810142490647111
725,1027,pizza,7.215607598755275
2,1028,place,7.215607598755275
832,1029,plain,7.215607598755275
1233,1030,plantain,5.51085950651685
1385,1031,plastic,6.810142490647111
1244,1032,plate,7.215607598755275
1207,1033,plater,7.215607598755275
746,1034,platter,7.215607598755275
393,1035,play,6.810142490647111
777,1036,pleas,6.29931686688112
825,1037,pleasant,7.215607598755275
1420,1038,pleasur,7.215607598755275
1421,1039,plethora,7.215607598755275
736,1040,plu,7.215607598755275
919,1041,pneumat,6.810142490647111
706,1042,point,7.215607598755275
1481,1043,poison,6.52246041819533
1406,1044,polit,7.215607598755275
956,1045,poop,7.215607598755275
144,1046,poor,7.215607598755275
1209,1047,poorli,7.215607598755275
934,1048,pop,7.215607598755275
446,1049,pork,7.215607598755275
143,1050,portion,7.215607598755275
171,1051,posit,7.215607598755275
688,1052,possibl,7.215607598755275
1480,1053,postino,7.215607598755275
28,1054,potato,5.829313237635384
1562,1055,pour,7.215607598755275
1144,1056,powder,7.215607598755275
237,1057,power,6.810142490647111
989,1058,prefer,7.215607598755275
419,1059,prepar,7.215607598755275
1140,1060,present,5.829313237635384
61,1061,pretti,6.52246041819533
19,1062,price,7.215607598755275
1415,1063,pricey,7.215607598755275
182,1064,prime,7.215607598755275
718,1065,privileg,7.215607598755275
1265,1066,pro,7.215607598755275
573,1067,probabl,6.29931686688112
1550,1068,problem,6.116995310087166
742,1069,proclaim,7.215607598755275
948,1070,profession,7.215607598755275
1009,1071,profiterol,7.215607598755275
1525,1072,profound,7.215607598755275
1203,1073,promis,6.29931686688112
41,1074,prompt,6.52246041819533
1193,1075,promptli,7.215607598755275
1474,1076,properli,7.215607598755275
1195,1077,proven,7.215607598755275
175,1078,provid,5.343805421853684
133,1079,pub,7.215607598755275
808,1080,public,7.215607598755275
803,1081,publicli,6.52246041819533
177,1082,puck,6.810142490647111
773,1083,pull,7.215607598755275
1066,1084,pumpkin,7.215607598755275
1478,1085,pur,7.215607598755275
620,1086,pure,6.52246041819533
1384,1087,put,7.215607598755275
1272,1088,quaint,7.215607598755275
1403,1089,qualifi,6.52246041819533
140,1090,qualiti,7.215607598755275
577,1091,quantiti,7.215607598755275
129,1092,quick,5.6061696863211745
366,1093,quickli,5.711530201979001
297,1094,quit,5.075541435259004
858,1095,ramsey,6.810142490647111
1513,1096,ranch,7.215607598755275
1413,1097,ranchero,5.962844630259907
1307,1098,rapidli,7.215607598755275
199,1099,rare,6.810142490647111
579,1100,raspberri,7.215607598755275
776,1101,rate,7.215607598755275
1023,1102,rather,7.215607598755275
341,1103,ratio,6.52246041819533
329,1104,rave,5.711530201979001
56,1105,ravoli,7.215607598755275
1264,1106,read,7.215607598755275
599,1107,reader,7.215607598755275
397,1108,real,6.810142490647111
206,1109,realiz,7.215607598755275
282,1110,realli,7.215607598755275
439,1111,reason,7.215607598755275
732,1112,recal,7.215607598755275
251,1113,receiv,6.810142490647111
1109,1114,recent,6.810142490647111
15,1115,recommend,7.215607598755275
88,1116,red,7.215607598755275
139,1117,redeem,7.215607598755275
386,1118,reduct,7.215607598755275
246,1119,refil,7.215607598755275
1260,1120,refrain,7.215607598755275
196,1121,refresh,4.864232341591798
1556,1122,refri,7.215607598755275
1447,1123,refus,7.215607598755275
180,1124,regist,5.200704578213011
947,1125,regular,7.215607598755275
1129,1126,regularli,6.810142490647111
1168,1127,reheat,6.29931686688112
313,1128,relationship,6.810142490647111
998,1129,relax,7.215607598755275
1243,1130,relleno,6.810142490647111
525,1131,reloc,7.215607598755275
1487,1132,rememb,7.215607598755275
933,1133,remind,6.52246041819533
831,1134,replenish,7.215607598755275
1219,1135,request,7.215607598755275
1508,1136,reserv,7.215607598755275
878,1137,rest,7.215607598755275
1338,1138,restaraunt,7.215607598755275
107,1139,restaur,7.215607598755275
444,1140,return,6.52246041819533
440,1141,review,6.52246041819533
1287,1142,revisit,7.215607598755275
1241,1143,rge,6.810142490647111
1492,1144,ri,4.730700948967275
183,1145,rib,5.711530201979001
990,1146,ribey,6.29931686688112
283,1147,rice,6.116995310087166
637,1148,rich,6.810142490647111
13,1149,rick,7.215607598755275
1503,1150,ridicul,6.116995310087166
87,1151,right,6.810142490647111
1228,1152,ring,7.215607598755275
640,1153,rins,5.962844630259907
240,1154,rip,7.215607598755275
649,1155,risotto,6.116995310087166
325,1156,roast,7.215607598755275
356,1157,rock,6.52246041819533
337,1158,roll,5.6061696863211745
1112,1159,room,7.215607598755275
1456,1160,rotat,7.215607598755275
1401,1161,round,6.29931686688112
869,1162,rowdi,6.52246041819533
30,1163,rubber,6.52246041819533
458,1164,rude,7.215607598755275
111,1165,run,5.6061696863211745
966,1166,rush,7.215607598755275
1285,1167,ryan,7.215607598755275
543,1168,sad,7.215607598755275
856,1169,sadli,6.810142490647111
1177,1170,saffron,6.52246041819533
764,1171,saganaki,7.215607598755275
427,1172,said,7.215607598755275
1470,1173,sal,6.29931686688112
95,1174,salad,7.215607598755275
116,1175,salmon,6.52246041819533
1367,1176,salsa,5.962844630259907
271,1177,salt,7.215607598755275
539,1178,salti,3.0965704239428034
1100,1179,sampl,7.215607598755275
935,1180,san,6.52246041819533
190,1181,sandwich,7.215607598755275
1501,1182,sangria,7.215607598755275
117,1183,sashimi,7.215607598755275
566,1184,sat,7.215607598755275
1343,1185,satifi,7.215607598755275
594,1186,satisfi,3.3869662022661804
236,1187,sauc,5.13616605707544
1515,1188,saus,7.215607598755275
1111,1189,save,5.6061696863211745
48,1190,say,6.52246041819533
238,1191,scallop,5.829313237635384
1497,1192,scene,5.075541435259004
1164,1193,scottsdal,5.6061696863211745
1212,1194,scream,5.343805421853684
932,1195,screw,7.215607598755275
231,1196,seafood,6.52246041819533
1422,1197,seal,7.215607598755275
302,1198,season,7.215607598755275
501,1199,seat,7.215607598755275
267,1200,second,4.817712325956904
185,1201,section,6.52246041819533
644,1202,see,7.215607598755275
128,1203,seem,6.810142490647111
822,1204,seen,7.215607598755275
16,1205,select,7.215607598755275
741,1206,self,6.52246041819533
571,1207,send,7.215607598755275
295,1208,sens,7.215607598755275
1245,1209,sergeant,7.215607598755275
469,1210,serious,5.51085950651685
611,1211,serivc,6.810142490647111
368,1212,serv,7.215607598755275
173,1213,server,7.215607598755275
40,1214,servic,6.116995310087166
710,1215,set,7.215607598755275
110,1216,sever,6.116995310087166
1340,1217,sewer,6.810142490647111
351,1218,sexi,7.215607598755275
859,1219,shall,7.215607598755275
860,1220,sharpli,7.215607598755275
817,1221,shawarrrrrrma,7.215607598755275
1189,1222,shirt,7.215607598755275
65,1223,shock,6.810142490647111
1322,1224,shoe,7.215607598755275
480,1225,shoot,6.810142490647111
910,1226,shop,6.116995310087166
730,1227,short,7.215607598755275
1537,1228,shot,6.52246041819533
625,1229,show,6.52246041819533
639,1230,shower,7.215607598755275
155,1231,shrimp,7.215607598755275
170,1232,sick,6.52246041819533
164,1233,side,6.810142490647111
66,1234,sign,5.711530201979001
724,1235,silent,7.215607598755275
722,1236,similar,6.52246041819533
1084,1237,similarli,7.215607598755275
1266,1238,simpl,7.215607598755275
929,1239,simpli,7.215607598755275
517,1240,sinc,6.52246041819533
677,1241,singl,7.215607598755275
1160,1242,sit,7.215607598755275
334,1243,six,6.810142490647111
759,1244,skimp,7.215607598755275
1237,1245,slaw,7.215607598755275
1042,1246,slice,6.52246041819533
72,1247,slow,5.962844630259907
636,1248,small,7.215607598755275
1305,1249,smaller,6.810142490647111
1231,1250,smashburg,5.962844630259907
951,1251,smear,6.29931686688112
319,1252,smell,6.810142490647111
1527,1253,smoke,7.215607598755275
1008,1254,smooth,7.215607598755275
1252,1255,smoothi,6.810142490647111
633,1256,soggi,5.962844630259907
549,1257,soi,7.215607598755275
470,1258,solid,7.215607598755275
1528,1259,solidifi,6.116995310087166
1181,1260,somehow,5.6061696863211745
656,1261,someon,5.829313237635384
575,1262,someth,7.215607598755275
1215,1263,somethat,6.116995310087166
1201,1264,somewhat,7.215607598755275
426,1265,son,7.215607598755275
1218,1266,song,7.215607598755275
629,1267,soon,6.52246041819533
774,1268,soooo,6.810142490647111
396,1269,sooooo,6.810142490647111
1165,1270,soooooo,6.29931686688112
944,1271,sore,4.612917913310891
1171,1272,sorri,7.215607598755275
412,1273,sound,5.6061696863211745
1240,1274,soundtrack,5.711530201979001
872,1275,soup,6.810142490647111
1330,1276,sour,6.810142490647111
1005,1277,southwest,6.810142490647111
881,1278,space,7.215607598755275
838,1279,spaghetti,6.52246041819533
666,1280,special,7.215607598755275
1293,1281,speedi,6.52246041819533
1234,1282,spend,6.810142490647111
1314,1283,spice,7.215607598755275
405,1284,spici,7.215607598755275
988,1285,spicier,6.810142490647111
540,1286,spinach,7.215607598755275
685,1287,sport,7.215607598755275
432,1288,spot,7.215607598755275
1520,1289,spotti,7.215607598755275
336,1290,spring,7.215607598755275
648,1291,sprout,6.810142490647111
103,1292,staff,6.29931686688112
508,1293,stale,7.215607598755275
834,1294,standard,6.116995310087166
252,1295,star,5.6061696863211745
1426,1296,start,7.215607598755275
900,1297,starv,6.52246041819533
584,1298,station,7.215607598755275
699,1299,stay,7.215607598755275
410,1300,steak,6.116995310087166
1473,1301,steakhous,7.215607598755275
977,1302,steiner,7.215607598755275
358,1303,step,7.215607598755275
14,1304,steve,6.52246041819533
731,1305,stick,7.215607598755275
49,1306,still,7.215607598755275
762,1307,stink,6.810142490647111
780,1308,stir,7.215607598755275
876,1309,stomach,6.52246041819533
1297,1310,stood,7.215607598755275
8,1311,stop,6.810142490647111
1434,1312,store,7.215607598755275
1107,1313,strang,7.215607598755275
1105,1314,stranger,7.215607598755275
1459,1315,strawberri,4.91302250576123
100,1316,street,7.215607598755275
1509,1317,stretch,7.215607598755275
965,1318,strike,6.810142490647111
232,1319,string,6.810142490647111
445,1320,strip,6.29931686688112
1060,1321,struck,6.810142490647111
248,1322,struggl,7.215607598755275
908,1323,stuf,7.215607598755275
92,1324,stuff,7.215607598755275
147,1325,stupid,7.215607598755275
1334,1326,style,7.215607598755275
167,1327,styrofoam,7.215607598755275
713,1328,sub,7.215607598755275
486,1329,subpar,6.52246041819533
466,1330,subway,7.215607598755275
844,1331,succul,7.215607598755275
154,1332,suck,7.215607598755275
1135,1333,sucker,7.215607598755275
1116,1334,suffer,6.810142490647111
1145,1335,sugar,7.215607598755275
330,1336,sugari,6.810142490647111
476,1337,suggest,6.810142490647111
913,1338,summar,6.810142490647111
346,1339,summari,7.215607598755275
789,1340,summer,6.29931686688112
1092,1341,sun,6.116995310087166
1331,1342,sunday,7.215607598755275
209,1343,sunglass,7.215607598755275
1130,1344,super,7.215607598755275
697,1345,suppos,7.215607598755275
62,1346,sure,5.4238481295272205
1369,1347,surpris,6.810142490647111
398,1348,sushi,7.215607598755275
301,1349,sweet,6.52246041819533
1131,1350,swung,7.215607598755275
106,1351,tabl,6.29931686688112
101,1352,taco,6.116995310087166
332,1353,tailor,7.215607598755275
567,1354,take,7.215607598755275
1388,1355,takeout,6.29931686688112
216,1356,talk,7.215607598755275
734,1357,tap,7.215607598755275
1117,1358,tapa,7.215607598755275
631,1359,tartar,7.215607598755275
26,1360,tast,5.13616605707544
243,1361,tasteless,7.215607598755275
5,1362,tasti,7.215607598755275
1003,1363,tater,7.215607598755275
754,1364,tea,6.810142490647111
1490,1365,teamwork,7.215607598755275
943,1366,teeth,6.810142490647111
32,1367,tell,7.215607598755275
1416,1368,temp,6.810142490647111
850,1369,ten,7.215607598755275
156,1370,tender,6.810142490647111
1352,1371,tepid,5.962844630259907
851,1372,terribl,7.215607598755275
551,1373,terrif,7.215607598755275
6,1374,textur,7.215607598755275
974,1375,th,6.810142490647111
404,1376,thai,7.215607598755275
1274,1377,thank,7.215607598755275
1321,1378,that,7.215607598755275
1124,1379,theft,7.215607598755275
1312,1380,thick,7.215607598755275
1074,1381,thin,7.215607598755275
181,1382,thing,7.215607598755275
245,1383,think,7.215607598755275
1041,1384,thinli,7.215607598755275
778,1385,third,7.215607598755275
1101,1386,thirti,6.29931686688112
1072,1387,thoroughli,7.215607598755275
632,1388,though,7.215607598755275
428,1389,thought,6.52246041819533
1443,1390,three,6.810142490647111
552,1391,thrill,7.215607598755275
1178,1392,thru,7.215607598755275
738,1393,thu,6.810142490647111
493,1394,thumb,7.215607598755275
388,1395,tigerlilli,7.215607598755275
35,1396,time,5.6061696863211745
882,1397,tini,7.215607598755275
363,1398,tip,7.215607598755275
1090,1399,tiramisu,5.269697449699962
792,1400,toast,5.962844630259907
303,1401,today,7.215607598755275
1208,1402,togeth,7.215607598755275
896,1403,told,6.810142490647111
1405,1404,toler,7.215607598755275
1441,1405,tomato,6.810142490647111
1172,1406,tongu,5.962844630259907
1268,1407,tonight,6.810142490647111
104,1408,took,7.215607598755275
483,1409,top,6.810142490647111
963,1410,topic,6.810142490647111
1038,1411,toro,7.215607598755275
1004,1412,tot,5.6061696863211745
113,1413,total,6.810142490647111
39,1414,touch,6.810142490647111
729,1415,tough,7.215607598755275
214,1416,toward,7.215607598755275
381,1417,town,7.215607598755275
952,1418,track,4.541458949328746
1332,1419,tradit,5.829313237635384
1059,1420,tragedi,6.29931686688112
915,1421,transcend,7.215607598755275
322,1422,trap,6.810142490647111
536,1423,treat,6.810142490647111
53,1424,tri,7.215607598755275
1365,1425,tribut,7.215607598755275
1027,1426,trim,5.018383021419056
395,1427,trip,6.52246041819533
1506,1428,trippi,5.075541435259004
1044,1429,truffl,7.215607598755275
829,1430,truli,7.215607598755275
841,1431,tucson,7.215607598755275
1276,1432,tummi,7.215607598755275
457,1433,tuna,7.215607598755275
324,1434,turkey,6.810142490647111
865,1435,turn,6.52246041819533
687,1436,tv,6.810142490647111
740,1437,twice,7.215607598755275
809,1438,two,6.810142490647111
1076,1439,typic,7.215607598755275
660,1440,unbeliev,6.29931686688112
1511,1441,undercook,6.810142490647111
1475,1442,understand,7.215607598755275
312,1443,underwhelm,7.215607598755275
1472,1444,unexperienc,7.215607598755275
521,1445,unfortun,7.215607598755275
1082,1446,unhealthi,7.215607598755275
668,1447,uninspir,6.116995310087166
1430,1448,uniqu,7.215607598755275
641,1449,unless,7.215607598755275
1460,1450,unprofession,6.116995310087166
820,1451,unreal,5.6061696863211745
342,1452,unsatisfi,7.215607598755275
795,1453,untoast,6.29931686688112
1378,1454,unwelcom,7.215607598755275
1552,1455,unwrap,7.215607598755275
265,1456,updat,6.810142490647111
1021,1457,upgrad,7.215607598755275
682,1458,upload,5.711530201979001
205,1459,us,6.29931686688112
293,1460,use,6.810142490647111
885,1461,usual,7.215607598755275
1102,1462,vacant,6.52246041819533
506,1463,vain,6.810142490647111
598,1464,valley,5.018383021419056
299,1465,valu,6.29931686688112
1007,1466,vanilla,6.52246041819533
1342,1467,veal,7.215607598755275
76,1468,vega,7.215607598755275
1148,1469,vegan,7.215607598755275
840,1470,veget,7.215607598755275
554,1471,vegetarian,5.13616605707544
1149,1472,veggi,7.215607598755275
745,1473,veggitarian,6.116995310087166
89,1474,velvet,7.215607598755275
1020,1475,ventil,6.29931686688112
429,1476,ventur,7.215607598755275
999,1477,venu,7.215607598755275
572,1478,verg,6.810142490647111
1404,1479,version,7.215607598755275
1346,1480,via,5.711530201979001
1190,1481,vibe,4.96431580014878
821,1482,vinaigrett,6.810142490647111
1118,1483,vinegrett,7.215607598755275
1217,1484,violinist,7.215607598755275
151,1485,visit,7.215607598755275
450,1486,vodka,7.215607598755275
1543,1487,vomit,5.13616605707544
516,1488,voodoo,6.52246041819533
596,1489,vote,7.215607598755275
1500,1490,waaaaaayyyyyyyyyi,7.215607598755275
1043,1491,wagyu,7.215607598755275
315,1492,wait,6.810142490647111
145,1493,waiter,6.810142490647111
70,1494,waitress,6.29931686688112
318,1495,walk,7.215607598755275
98,1496,wall,7.215607598755275
22,1497,want,6.810142490647111
109,1498,warm,6.810142490647111
37,1499,warmer,7.215607598755275
1453,1500,warn,7.215607598755275
1407,1501,wash,7.215607598755275
307,1502,wast,7.215607598755275
494,1503,watch,6.810142490647111
247,1504,water,7.215607598755275
249,1505,wave,7.215607598755275
275,1506,way,7.215607598755275
51,1507,wayyy,7.215607598755275
1467,1508,weak,7.215607598755275
959,1509,websit,7.215607598755275
1170,1510,wedg,7.215607598755275
981,1511,week,6.52246041819533
474,1512,weekend,7.215607598755275
564,1513,weekli,6.116995310087166
1431,1514,weird,7.215607598755275
665,1515,welcom,5.962844630259907
300,1516,well,7.215607598755275
266,1517,went,6.810142490647111
839,1518,whatsoev,5.51085950651685
1315,1519,whelm,7.215607598755275
669,1520,whenev,6.52246041819533
163,1521,whether,7.215607598755275
621,1522,white,7.215607598755275
1093,1523,whole,6.52246041819533
1302,1524,wide,7.215607598755275
1360,1525,wienerschnitzel,4.817712325956904
370,1526,wife,6.29931686688112
744,1527,wildli,7.215607598755275
385,1528,wine,5.075541435259004
593,1529,wing,6.52246041819533
987,1530,winner,7.215607598755275
1439,1531,wire,7.215607598755275
1158,1532,wish,6.116995310087166
1127,1533,wit,7.215607598755275
812,1534,without,7.215607598755275
220,1535,wonder,7.215607598755275
1311,1536,wonton,6.116995310087166
436,1537,word,6.810142490647111
719,1538,work,7.215607598755275
1052,1539,worker,6.29931686688112
670,1540,world,7.215607598755275
423,1541,worri,7.215607598755275
1050,1542,wors,5.829313237635384
115,1543,worst,7.215607598755275
73,1544,worth,6.52246041819533
42,1545,would,7.215607598755275
1563,1546,wound,6.29931686688112
0,1547,wow,5.6061696863211745
455,1548,wrap,6.29931686688112
779,1549,write,7.215607598755275
748,1550,wrong,6.52246041819533
1536,1551,ya,7.215607598755275
401,1552,yama,7.215607598755275
1483,1553,yay,6.810142490647111
683,1554,yeah,6.29931686688112
335,1555,year,6.810142490647111
1176,1556,yellow,6.810142490647111
1103,1557,yellowtail,7.215607598755275
768,1558,yelper,6.29931686688112
692,1559,yet,7.215607598755275
833,1560,yucki,7.215607598755275
618,1561,yukon,6.29931686688112
690,1562,yum,7.215607598755275
339,1563,yummi,5.6061696863211745
545,1564,zero,7.215607598755275
